ID,Source,Syllabary,Transliteration,English,Story,Chapter,Line,Author,Speaker,Locked,Source_ID,Tone
956,ced,Ꮭ ᏯᏆᏚᎵ ᎪᎱᏍᏗ ᎦᏃᏍᎩᏓ ᎠᎩᏩᎯᏍᏗᎢ.,hla yagwaduli gohusdi ganosgida akiwahisdii.,I don’t want to buy anything that has been *stolen.*,,,,,,False,956.1,hlá yagwádu:lí go:hű:sdi gano:sgi̋:da akiwahisdi̋:’i.
957,ced,ᎦᏃᏍᎩᏍᎩ ᎠᏥᏩᏛᏔᏅ ᎦᏃᏍᎩᏍᎬᎢ.,ganosgisgi ajiwahtvhtanv ganosgisgvi.,"""A thief"" was caught stealing.",,,,,,False,957.1,gano:sgi̋:sgi à:jì:wahtvhtanv́ gano:sgí:sgv̋:’i.
958,ced,Ꮎ ᏥᏳ ᎦᏃᏴᎦ.,na jiyu ganoyvga,The boat is *sinking.*,,,,,,False,958.1,ná ji:yú gano:yv̂:ga
959,ced,ᎯᎳ ᎢᏴ ᎦᏃᏴᎨᏍᏗ?,hila iyv ganoyvgesdi,When *will he be buried?*,,,,,,False,958.1,hila̋: iyv̋: gano:yv̂:gé:sdi
960,ced,ᎡᎵᏊᏍ ᏓᏆᎴᎳ ᏱᏍᎩᎾᏌᏁᏏ?,eligwus dagwalela yisginsanesi,Can *you pull* a car *for me?*,,,,,,False,959.1,ě:li̋:gwú:s dagwalé:la yisginsané:si
961,ced,ᎤᏟ ᏫᏣᏚᎦ Ꮎ ᎦᏂᏍᏓ.,udli wijaduga na gansda,Throw that *stick* away.,,,,,,False,960.1,udlí wijadû:ga ná gansda
962,ced,ᎠᏴ ᏥᎾᏏᏄᎦ ᏞᎦ.,ayv jinasinuga hlega.,*Let me drag it* for awhile.,,,,,,False,961.1,ayv jinâ:si:nû:ga hle̋:ga.
963,ced,ᎤᏗᏞᎲᏌ ᎦᎵᏦᏕ ᏗᏜ‚ ᎠᎩᏄᎪᏨᎢ.,udihlehvsa galhjode didla aginugojvi,When it got hot inside‚ *I went out.*,,,,,,False,962.1,u:di̋:hlehvsa galhjo:dé dí:dla à:ginu:gó:jv̌:’i
964,ced,ᎦᏄᎪᎬ ᏙᏥᎫᎩᏍᎪ ᎠᎹ ᎣᎦᏗᏔᏍᏗ.,ganugogv ojikugisgo ama ogaditasdi,We get our drinking water from *a spring.*,,,,,,False,963.1,ganu:gó:gv̋: ò:ji:ku:gî:sgó ama o:gadi̋:tasdi
965,ced,ᎡᎵᏊᏍ ᏱᏍᎩᏃᎯᏍ ᎤᎿ ᎪᏢᏒ ᎦᏄᎪᎢᏍᏙᏗᎢ?,eligwus yiskinohis uhna gohlvsv ganugoisdohdii,Can you tell me where the *exit* is?,,,,,,False,964.1,e:li̋:gwú:s yiskino:hís ù:hná: go:hlv́:sv̋: ganu:go’isdohdi̋:’i
966,ced,ᎦᏄᎸ ᎠᎦᎵᏍᎦ.,ganulv agalsga.,He is mowing the *grass.*,,,,,,False,965.1,ganu:lv́ à:gâ:lsga.
967,ced,ᎦᏄᎸ ᎠᎦᎵ ᏍᏗ ᎣᏍᏓ ᏂᎬᏁᎭ.,ganulv agalsdi osda nigvneha.,He’s repairing a *lawn mower.*,,,,,,False,966.1,ganu:lv́ ágà:lsdi ő:sda nigv́:ne:ha.
968,ced,Ꮎ ᎤᏟᏂᎩᏓ ᎠᏍᎦᏯ ᏔᎷᎩᏍᎩ ᎦᏄᏖᏲᎭ.,na uhlinigida asgaya talugisgi ganuteyoha,The strong man *is twisting* steel.,,,,,,False,967.1,ná u:hlini̋:gida asgaya talu:gì:sgi ganú:te:yóha
969,ced,Ꮲ ᏍᎪᎯ ᎢᏳᏩᎩᏗ ᏂᏚᏍᏓᏲᏢ ᎠᏎᏅ ᏚᏅᏗᏏᎶᎥ ᎠᎪᏂᏍᎬᎢ.,dlv sgohi iyuwakdi nidusdayohlv asehnv dunvdisilov agonisgvi.,He fired about ten times‚ but *he missed* the target *over and over.*,,,,,,False,968.1,dlv̋: sgǒ:hi iyuwa̋:kdi nidù:sdayo:hlv́ a:sé:hnv́ dù:nv:dî:siló:’v́ agoní:sgv̋:’i.
970,ced,ᎦᏅᏗ ᎠᏍᏛᎥᏍᎦ ᎤᏍᏗᎢ.,ganvdi asdvvsga usdii.,She’s feeding a baby on *her breast.*,,,,,,False,969.1,ganv:di̋ à:sdv́’vsga usdi̋:’i.
971,ced,ᏍᏓᏱ ᎤᏅᏨ ᎠᎳᏍᎦᎵᏍᎬᎢ.,sdayi unvjv alasgalisgvi.,*He fell* hard playing ball.,,,,,,False,970.1,sda̋:yi ù:nv̂:jv́ à:lâ:sgalǐ:sgv̋:’i.
972,ced,ᏓᏆᏑᎦᏢ ᏕᏥᏅᎦᎵᎠ.,dagwasuhgahlv dejinvgalia,*I’m cleaning* my fingernails.,,,,,,False,971.1,dà:gwá:suhgahlv̋: de:jínv:galí:’a
973,ced,ᏴᎩ ᎦᎭᏛ ᎦᏅᏆᎶᎠ.,yvgi gahatv ganvgwaloa,*He’s hammering* on a nail.,,,,,,False,972.1,yv:gi ga:hatv̋: ganvgwaló:’a
974,ced,ᎦᏅᏆᎶᏍᏗ ᏥᎩᏗᏁᏍᎨᏍᎩ ᎤᏮᏔᏂᏓᏍᏗ.,ganvgwalosdi jigi dihnesgesgi uwhtanidasdi.,*A hammer* is a carpenter’s tool.,,,,,,False,973.1,ganv:gwalő:sdi ji̋gi di:hnè:sge̋:sgi uwhtani̋:dà:sdi.
975,ced,ᎦᏅᏆᎶᏍᎩ ᎣᏍᏓ ᏂᏓᏅᏁᎰ ᏐᏈᎵ ᏧᎾᎳᏑᎶ.,ganvgwalosgi osda nidanvneho sogwili junalasulo.,They fix horseshoes at *a blacksmith shop.*,,,,,,False,974.1,ganv:gwalò:sgí ő:sda nidà:nv́:ne:hó so:gwilí ju:nalà:su:ló.
976,ced,ᎣᏓᎸ ᎠᏂᎴᎩ ᏗᎦᏅᎯᏓ ᏍᏕᏱᏓ ᏓᏂᏁᎰᎢ.,odalv anilegi diganvhida sdeyida danihnehoi.,Mountain climbers carry *long* ropes.,,,,,,False,975.1,ò:dálv̋: ani:le̋:gi diganv:hi̋:da sde:yida dà:ni:hne:hó:’i.
977,ced,ᏩᎦ ᎠᎩᎾ ᎤᏍᏔᏓ ᏚᏅᏠᏢᎢ.,wahga agina uslada dunvhlohlvi,When he roped the calf‚ *he tied up its legs.*,,,,,,False,976.1,wahga agi̋:na ù:slá’da dù:nv́:hlo:hlv̌:’i
978,ced,ᏘᏅᏠᎦ!,tinvhloga,*Put your brakes on!*,,,,,,False,976.1,tinv́:hlò:ga
979,ced,ᎦᏅᏠᏍᏗ ᏫᎾᏌᎾᎩ.,ganvhlosdi hwinsanagi.,Pull the *brake.*,,,,,,False,977.1,ganv:hlosdí hwínsanagi.
980,ced,ᏗᎦᏅᏠᏍᏗ ᏚᏗᏒᏁᎸᎢ.,diganvhlosdi dutsvhnelvi.,He ran out of *brakes.*,,,,,,False,977.1,diganv̀:hlǒ:sdi dù:tsvhné:lv̌:’i.
981,ced,ᏦᏍᎪ ᏦᎢ ᎪᏪᎵ ᎦᏅᏅ ᎾᎥ ᏥᏁᎳ.,josgo joi gohweli ganvhnv nav jinela.,I live near *highway* 33.,,,,,,False,978.1,josgǒ: jo’i go:hwe̋:li ganv:hnv̋ na’v̋: jině:la.
982,ced,ᎤᎵᏨᏓᏆᏓ ᎤᏅᏥᏙᎸᎢ.,ulhjvdagwada unvjidolvi,*He tossed about* all night.,,,,,,False,979.1,u:lhjv̋:dagwada ù:nv́:ji:dó:lv̌:’i
983,ced,ᎢᏤ ᎠᎿᏬ ᏥᏅᏁᎸᎢ.,ije ahnawojinvnelvi,*I gave him* a new shirt.,,,,,,False,980.1,ije̋: ahnawóji:nv́:ne:lv̌:’i
984,ced,ᏎᎷ ᎤᏓ ᎪᏢᏔᏅ ᎦᏅᏃᏩ ᎪᎦᏍᏗᏍᎩ ᎨᏒᎢ ᎡᏚᏚ.,selu uda gohlvhtanv ganvnowa goksdisgi gesvi edudu.,My grandfather used to smoke a corncob *pipe.*,,,,,,False,981.1,sě:lú u:da go:hlvhtanv̋: ganv:no:wa go:ksdi̋:sgi gè:sv̌:’i e:dù:du.
985,ced,ᎬᎾ ᎦᏅᏍᎨ ᎠᏍᏗᎩᎠ.,gvna ganvsge asdigia.,He’s eating a turkey *leg.*,,,,,,False,982.1,gv́:nâ ganv:sgé: à:sdi:gí’a.
986,ced,ᎦᏅᏍᎨᏂ ᎠᏥᏲᎴ ᏓᎿᏬᎢ ᎠᎴ ᎠᏥᏅᏍᏕᏍᏗ ᏄᎵᏍᏔᏁᎢ.,ganvsgeni ajiyole dahnawoi ale ajinvsdesdi nulstanei.,He was shot in *his leg* in a war‚ and it had to be amputated.,,,,,,False,983.1,ganv:sge̋:ni à:ji:yo:lé da:hnawő:’i alé ajinv:sde̋:sdi nù:lstané:’i.
987,ced,ᎦᏅᏬ ᎤᏪᎯᏍᏓᏁ ᎠᏍᏓᏴ ᎤᏗᏅᏒ ᏍᏆᏞᏍᏗ.,ganvwo uwehisdane asdayv udinvsv sgwahlesdi.,*His shoulder* hurts from throwing the ball hard.,,,,,,False,984.1,ganv:wó: ù:we:hisdâ:né à:sdá:yv̋ ù:dǐ:nv̂:sv̋ sgwà:hle̋:sdi.
988,ced,ᏑᏟᎶᏓ ᎢᏳᏓᏅᎯᏓ ᎤᏩᏌᏙᏴ ᏓᏆᎴᎳ ᎩᎳ ᎤᏂᎩᏒᎢ.,suhliloda iyudanvhida uwasadohyv dagwalela kila uhnigisvi.,*He pushed* the car for a mile before it started.,,,,,,False,985.1,su:hli:lő:da iyú:danv:hi̋:da uwa:sadô:hyv́ dagwalé:la kilá ù:hnigî:sv̌:’i.
989,ced,ᏄᏝᏂᎬᎬ ᎬᏗᏍᎪ ᏳᏩᏌᏆᎴᏝ Ꮎ ᎤᏔᎾ ᎦᏆᏘᏗ.,nuhlanigvgv kdisgo yuwasagwalehla na utana gagwatdi.,He uses all his strength *when he rolls* the big wheel.,,,,,,False,986.1,nuhlanǐ:gv̂:gv̋ kdi:sgô: yuwá:sagwale̋:hla ná ű:tana ga̋:gwatdi.
990,ced,ᎦᏌᏆᎸ ᎦᏍᎩᎶ ᎠᎵᏍᏓᏴᏗ ᎤᏂᏍᎩᎳ ᏧᏁᏅᏒᎢ.,gasagwalv gasgilo alsdayhdi unisgila junenvsvi.,They have a *round* dinner table at home.,,,,,,False,987.1,ga:sagwalv̋: ga:sgiló: alsdâ:yhdi̋: u:ni:sgilá ju:né:nv̀:sv̋:’i.
991,ced,ᎦᏌᎴᏂ ᎭᎿᏬᎥ ᏙᏱ ᎮᏒᎢ.,gasaleni hahnawov doyi hesvi.,Put on *a coat* when you go outside.,,,,,,False,988.1,ga:salě:ni hahnawó:’v: dǒ:yi he:sv̋:’i.
992,ced,ᎦᏌᎾᎵ ᏓᏳᎴᏅᎲ ᎠᏓᏪᎳᎩᏍᎬ Ꮎ ᎦᎵᏦᏕ ᏧᎪᏅᎢ.,gasanali dayulenvhv adawelagisgv na gahljode jugohnvi.,The fire started at the *roof* when the house burned.,,,,,,False,989.1,ga:sana:lí dayu:lé:nv:hv́ à:dawě:lágì:sgv̋ ná gahljǒ:dé jù:gohnv̋:’i.
993,ced,ᎠᏍᏘ ᎦᏌᏁᎾᏛᏍᎦ ᏴᎩᎢ.,asti gasanenadvsga yvgii.,*She’s threading *a needle.,,,,,,False,990.1,asti gá:saně:nádvsga yv:gi̋:’i.
994,ced,ᏧᎦᏒᏍᏗ ᎤᏩᏌᏁᎾᏛᏅ ᎤᏪᏘ ᏓᏆᎴᎳ ᎤᏓᎾᏫᏍᏔᎾ.,juksvsdi uwasanendvnv uweti dagwalela udanawstana.,The old car *left a trail* of smoke as it took off.,,,,,,False,990.1,ju:ksv̌:sdi̋ ù:wá:saně:ndv̀:nv́ uwe̋:ti dagwalé:la ù:dánâ:wstana.
995,ced,ᏔᎵᏍᎪ ᏗᎦᏍᎩᎶ ᏗᏥᏍᎩᎳᏓ.,talsgo digasgilo dijisgilada.,Set up twenty *chairs.*,,,,,,False,991.1,tálsgǒ: diga:sgiló dì:ji:sgílada.
996,ced,ᎢᏤ ᎦᎵᎩᎶ ᎠᎵᏍᏓᏴᏗ ᎤᏲᎭ.,ije gasgilo alsdayhdi uhyoha.,She’s looking for a new *dining table.*,,,,,,False,992.1,ije̋: ga:sgiló: alsdà:yhdí ù:hyoha.
997,ced,ᎦᏍᎩᎶ ᏗᏟᎨᏍᎩ ᎤᏬᏢᏅ ᎡᏚᏥ.,gasgilo ditlihgesgi uwotlvhnv eduji.,My uncle made *a rocking chair.*,,,,,,False,993.1,ga:sgiló di:tlihge̋:sgi ù:wo:tlvhnv́ e:du:ji.
998,ced,ᏂᎪᎯᎸ ᎦᏍᎩᎸ ᎦᏟᎰ Ꮎ ᏪᏌ.,nigohilv gasgilv  gahliho na wesa.,That cat is always sleeping *on a chair.*,,,,,,False,994.1,nigo:hí:lv̋: ga:sgilv̋:  gahlihó ná wě:sa.
999,ced,ᎠᎹ ᎦᏍᏉᎢᎭ Ꮎ ᎦᏚᎵᏓ ᎠᎿᏬ ᏥᎦᏓ ᎠᏏᎳᏛᎢ.,ama gasgwoiha na gadulida ahnawo jigada asiladvi.,Water *is dripping* from the wet cloth hanging on a line.,,,,,,False,995.1,ama gá:sgwo’iha ná ga:du:li̋:da ahnawó jigá’da à:sǐ:lá’dv̋:’i.
1000,ced,ᎦᏥᏃᏍᏓ ᎾᎵᏍᏛᏡᏍᎬᎾ ᎨᏒ ᎢᏳᏍᏗ ᎦᏐᏆᏘ ᏄᎵᏍᏔᏅᎢ.,gachinosda nalsdvhlusgvna gesv iyusdi gasohgwati nulstanvi.,*He* became *humpbacked* because he wouldn’t sit up straight.,,,,,,False,996.1,ga:chinő:sda nálsdv:hlusgv̋:na gè:sv̋ iyű:sdi gá:sohgwati nù:lstánv́:’i.
1001,ced,Ꮎ ᎠᏍᎦᏯ ᎦᏐᎯ ᎤᏪᏍᏓᏁᎭ.,na asgay gasohi uwesdaneha.,The man’s *back* hurts.,,,,,,False,997.1,ná asgay ga:sohi̋ ù:we:sdâ:ne:ha.
1002,ced,ᎩᎶ ᎦᏒᏂᎬ ᎤᏛᎦᎾ ᎩᏟ ᎤᏓᎾᏫᏍᏔᏅᎢ.,kilo gasvnhgv utvgana gihli udanawstanvi.,When the dog heard someone *whistling*‚ he took off running.,,,,,,False,998.1,kilő: ga:svnhgv̋: utvgana gihli ù:danâ:wstanv̌:’i.
1003,ced,ᏠᎨᏏ ᏧᏭᏖᏓ ᏅᏯ ᎦᏒᏛᏍᎦ,dlogesi juwuteda nvya gasvtvsga,*He’s piling up* rocks he picked up in the field.,,,,,,False,999.1,dlo:ge̋:si juwu:te̋:da nv̀:ya gá:sv:tvsga
1004,ced,ᎨᏛ ᎦᏔ ᎠᎾᎦᎵᏍᎩ ᎠᏨᏍᏗ.,getv gata anagalisgi ajvsdi.,An electric light is hanging from a pole.,,,,,,False,1000.1,ge:tv̋ gata anà:galǐ:sgi ajv̋:sdi.
1005,ced,ᎦᏘᏗ ᎤᏲᎱᏏ ᎤᎿᏬᎩᎢ.,gatdi uyohusi uhnawogii.,He lost a button from his shirt.,,,,,,False,1001.1,gatdi u:yo:hǔ:si u:hnawo:gi̋:’i.
1006,ced,ᎦᏖᏌᏗ ᎤᏲᎭ ᏗᏓᏍᏓᏴᎲᏍᎩ.,gatesadi uhyoha didasdayvhvsgi.,The cook is looking for *a cooking pan.*,,,,,,False,1002.1,ga:te̋:sadi ù:hyoha di:da:sdà:yv̋:hvsgi.
1007,ced,ᎭᏰᎵᏍᏗ ᎬᏗ ᏓᏥᏘᏏᎶᎥᎢ.,hayelsdi gvhdi dajitisilovi,*He was stabbed over and over* with a knife.,,,,,,False,1003.1,haye:lsdi gv̋hdi dà:ji:tisǐ:ló’v̌:’i
1008,ced,ᎠᏓᏴᏍᏕᏍᏗᏍᎩ ᎠᏗᏔᏍᏗ ᎤᏂᏅᏍᏙ ᎦᏘᏲᎢ.,adahyvsdesdisgi aditasdi uninvsdo gatiyoi,They prohibit drinking at the *stompgrounds.*,,,,,,False,1004.1,ada:hyvsde:sdi̋:sgi adi:tasdi̋ ù:ni:nv:sdó ga:ti:yő:’i
1009,ced,ᏌᎶᎵ ᎦᏙᎦ ᎦᏓᎠ ᎨᏛᎢ.,saloli gatohga gadaa getvi.,There is *a* squirrel *tail* hanging on a pole.,,,,,,False,1005.1,salǒ:li gà:tóhga gadá’a ge:tv̋:’i.
1010,ced,ᏗᏓᏟᎶᏍᏔᏅ ᎦᏛᏍᎦ.,didahlilostanv gatvsga,*She’s hanging up* a picture.,,,,,,False,1006.1,di:da:hli:lò:stanv̋ gatv́sga
1011,ced,ᏙᎯᏳ ᎤᎸᏉᏗ ᎤᏪᏢᏗ.,dohiyu ulvkwdi uwehlvdi,*He* really likes *to joke.*,,,,,,False,1007.1,do:hiyű: u:lv̋:kwdi uwě:hlv̂:di
1012,ced,ᎢᎾ ᏱᏚᎯᎴᎾ ᏩᎦ ᎯᎸᏍᎩ ᎢᏳᏩᎩᏗ ᏕᎦᏪᏐᎸᏍᏗᏍᎪᎢ.,ina yiduhilena wahga hilvsgi iyuwakdi degawesolvsdisgoi,When he drives cattle for a long distance‚ *he rests them* a few times.,,,,,,False,1008.1,i̋:na yidu:hí’le̋:na wahga hilv̋:sgi iyuwa̋:kdi de:gáwe:so:lv:sdǐ:sgó:’i
1013,ced,ᏧᎦ ᏱᎬᏩᎳ ᎩᏟ ᎦᏬᏍᎪᎢ.,chuhga yigvwalaa gihli gawosgoi,If the dog has fleas‚ *he bathes it.*,,,,,,False,1009.1,chuhgâ yigv̋:wala’a gi:hlî gawó:sgó:’i
1014,ced,ᏍᎪᎯ ᎢᏯᏂᎢ ᏴᏫ ᏚᏬᎥᎢ.,sgohi iyanii yvwi duwovi,*He baptized* ten people.,,,,,,False,1009.1,sgǒ:hí iyani̋:’i yv:wí dù:wó:’v:’î
1015,ced,ᎪᎱᏍᏗ ᎡᏣᏛᏛᏅ‚ ᎭᏬᎯᎵᏴᏒᎢ.,gohusdi ejahtvdvhnv hawohiliyvsvi,When you’re asked a question‚ *answer.*,,,,,,False,1010.1,go:hű:sdi è:jahtv:dv́:hnv̋: hawo:híli:yv́:sv̌:’i
1016,ced,ᎤᏁᎫᏨ ᎢᏳᏍᏗ ᎤᏪᏥ ᎠᏧᏣ ᏂᎪᎯᎸ ᎦᏬᏅᏗᏍᎪᎢ.,unegujv iyusdi uweji achuja nigohilv gawonhdisgoi,Because his son is so mean‚ *he* always *lectures* him.,,,,,,False,1011.1,u:ne:gú:jv̋: iyű:sdi uwě:ji achű:ja nigo:hí:lv̋ gawó:nhdǐ:sgó:’i
1017,ced,ᏞᏍᏗ ᎦᏬᏂᏓ ᏯᏛᏓᏍᏗᏍᎨᏍᏗ.,hlesdi gawonidahyahtvdasdisgesdi.,Don’t be listening to *gossip.*,,,,,,False,1012.1,hlè:sdi gawò:nǐ:dahyahtv́:dà:sdǐ:sgé:sdi.
1018,ced,ᏥᏈᏍᏗ ᎦᏬᏂᎭ ᎠᏎᏃ Ꮭ ᎪᎱᏍᏗ ᏯᏗᎭ.,tsgwisdi gawoniha asehno hla gohusdi yadiha.,*He’s talking* a lot‚ but he’s not saying anything.,,,,,,False,1013.1,tsgwi̋:sdi gawó:ni:ha a:sé:hnó: hla go:hű:sdi yadí:ha.
1019,ced,Ꮎ ᎠᏍᎦᏯ ᏧᎾᏔᎾ ᎠᏂᏩᏒᎩ ᏓᏛᎯᏍᏗᏍᎪᎢ.,na asgaya juntana aniwsvgi datvhisdisgoi.,The man raises large *cantaloupes.*,,,,,,False,1014.1,ná asgaya jű:ntana ani:wsv:gi dà:tvhisdǐ:sgó:’i.
1020,ced,ᎦᏰᏌᏛ ᎤᏩᏨᏴ ᎧᎾᏥᏍᏕᏥ.,gayesadv uwajvhyv kanjisdeji.,A wasp stung him on *his finger.*,,,,,,False,1015.1,gá:ye:sá’dv̋ uwa:jv́:hyv́ kanji:sdě:ji.
1021,ced,ᎦᏰᏫᏍᎩ ᎬᏗ ᎦᏰᏫᏍᎦ ᎠᏌᏃ.,gayewsgi gvhdi gayewsga asano.,*She’s sewing* a dress with a sewing machine.,,,,,,False,1016.1,ga:ye:wsgi gv̋hdi ga:ye:wsga a:sanó.
1022,ced,ᎠᎾᎦᎵᏍᎩ ᎠᏂᎩᏍᏗᏍᎩ ᎦᏰᏫᏍᎩ ᎤᏚᎵᎭ.,anagalisgi ahnigisdisgi gayewsgi ud liha.,She wants an electric *sewing machine.*,,,,,,False,1017.1,anà:galǐ:sgi a:hnígì:sdi̋:sgi ga:ye:wsgi ù:d :li:ha.
1023,ced,ᎩᎶ ᎦᏰᎪᎩ ᏱᎩ‚ ᏧᎶᏘᏍᎩ ᎦᏅᏓᏓ‚ ᎠᎾᏗᏍᎪᎢ.,kilo gayhgogi yigi julotsgi ganhdada anadisgoi.,If someone is *a liar*‚ they say he has a forked tongue.,,,,,,False,1018.1,kilő: gayhgő:gi yi̋gi jú:lő:tsgi ga:nhda’da à:nadǐ:sgó:’i.
1024,ced,ᎦᏰᎪᎩ ᎧᏃᎮᏟᏙᎰᎢ.,gayhgogi kanohehlidohoi.,He goes around telling *lies.*,,,,,,False,1019.1,gayhgo:gi kano:he:hlí:do:hó:’i.
1025,ced,ᎦᏲᏟ ᎧᏫ ᏍᎩᏟᏍᏓᏏ.,gayohli kahwi sgidlisdasi.,Pour me *a little* coffee.,,,,,,False,1020.1,gà:yő:hli kǎ:hwi sgidlì:sdà:si.
1026,ced,ᎦᏳᎳᏍ ᏫᏤᏙᎳ ᏗᎦᏚᎲᎢ?,gayulas wijedola digaduhvi?,Have you *already* been to town?,,,,,,False,1021.1,gá:yu:lás wijě:dô:la diga:dú:hv̋:’i?
1027,ced,ᎩᏟ ᎤᏲᏏᎭ. ᎯᏰᎶᎦ.,gihli uyosiha hiyeloga,The dog is hungry. *Feed it.*,,,,,,False,1022.1,gi:hli ù:yó:si:ha hi:yé:lò:ga
1028,ced,ᏩᏯ ᏱᏚᏛᎦᎾ ᎩᏟ ᎨᏡᎲᏍᎪᎢ.,wahya yidutvgana gihli gehluhvsgoi,The dog *howls* when he hears the wolves.,,,,,,False,1023.1,wahya yidú:tv̋:gà:na gi:hli ge:hluhv́sgó:’i
1029,ced,ᎤᎾᎵᎪᏒ ᎤᎾᏓᏠᏌ‚ ᎤᏁᏡᏅ ᎠᎾᎳᏍᎦᎵᏍᎩ.,unaligosv unadahlosa unehluhnv analasgalisgi.,When their team won‚ the ballplayers *yelled.*,,,,,,False,1023.1,u:nalí:go:sv̋: u:nada:hlő:sa ù:ne:hluhnv́ analà:sgali̋:sgi.
1030,ced,ᏣᏁᎵᏔᏅᎢᏍ ᏐᏈᎵ ᎨᏯᏔᎯ ᎯᏴᏍᎳᏗᏍᏗᎢ?,janelhtanvs sogwili gehyahtahi hiysladisdii?,Have you ever tried to rope a *wild* horse?,,,,,,False,1024.1,ja:né:lhtanv̋:s sǒ:gwíli ge̋:hyahtahi hiysladì:sdi̋:'i?
1031,ced,ᎨᎢ ᏗᏜ ᏩᎢᏒ ᏧᏫᏥᎪᎥ ᎪᎯᎢ.,gei didla waisv juwijigov kohii.,I saw him walking *downstream* while ago.,,,,,,False,1025.1,ge’i dí:dla wá:’i:sv̋ ju:wiji:go’v́ kò:hi̋:’i.
1032,ced,ᎨᏥᎪᎵᏰᏗ ᏭᏪᏓᏍᏗ ᏑᎾᎴᎢ.,gejigoliyedi wuwedasdi sunalei.,She has to go to the *clinic* tomorrow.,,,,,,False,1026.1,ge:jigo:lǐ:yê:di̋: wu:we̋:dà:sdi suná:le̋:’i.
1033,ced,ᎤᏍᏗ ᎩᏟ ᎨᎵᏏᏁᎭ.,usdi gihli gelisineha,*He’s leading* a small dog *by a leash.*,,,,,,False,1027.1,usdi̋ gi:hli ge:li:sí:ne:ha
1034,ced,ᎪᎳ ᏧᎬᏩᎶᏗ ᏗᎨᎵ ᏍᏘᎩ?,hila jugvwahldi digelisgi,How much are the *pies?*,,,,,,False,1028.1,hilá: ju:gv̋:wahldi digeli̋:sgi
1035,ced,ᏅᏲᎯ ᏱᏓᏍᎪᏍᎦ ᎨᏘᎶᏍᏗ ᎬᏗᏍᎪᎢ.,nvyohi yidasgosga getilosdi kdisgoi.,When he digs holes in a rocky place‚ he uses a *crowbar.*,,,,,,False,1029.1,nv̀:yő:hi yidásgő:sga ge:ti:lő:sdi kdi:sgó’i.
1036,ced,ᎦᎪ ᏚᏩᏍᎪ ᏗᎨᏛᏍᏗ?,gago duhwasgo digetvsdi,Who buys *posts?*,,,,,,False,1030.1,gá:gò: du:hwásgô: dige̋:tvsdi
1037,ced,ᎠᎭᏂ ᎠᏰᏟ ᎨᏛᎦ.,ahani ayetli hetvga,*Set the post *here in the center.,,,,,,False,1031.1,ahani aye̋:tli he:tv̀:ga
1038,ced,ᎩᎦ ᎤᏓᏅᎵᏰᎠ ᏣᏄᏮᎢ.,giga udanvliyea jahnuwvi.,There’s *blood* on your shirt.,,,,,,False,1032.1,gǐ:ga u:danv:lǐ:yé’a jahnuwv̋:’i.
1039,ced,ᏍᏆᏞᏍᏗ ᎤᏩᏂᎳ ᎧᏴᏐᎵ ᎩᎦ ᏚᏴᏍᏉᎸᎢ.,sgwahlesdi uwahnila kayvsoli giga duhyvsgwolvi,When a ball hit him on his nose‚ *he got a nosebleed.*,,,,,,False,1033.1,sgwà:hle̋:sdi uwa̋:hnila kayvső:li gǐ:ga dù:hyv:sgwó:lv̌:’i
1040,ced,ᎩᎦᎨ ᎤᎵᏑᏫᏓ ᏩᎩᎸᏉᏛᎢ.,gigage ulsuhwida wagilvkwdvi.,*Red* is my favorite color.,,,,,,False,1034.1,gǐ:gáge̋: u:lsű:hwida wagílv:kwdv̋:’i.
1041,ced,ᎩᏝ ᏄᏍᏓ ᏣᏄᏮᎢ.,gitla nusda jahnuwvi.,There’s some *loose hair* on your shirt.,,,,,,False,1035.1,gì:tla nù:sda jahnúwv̋:’i.
1042,ced,ᎩᏟ ᎤᎿᎸᎯ ᏥᎪᏩᏘᎭ.,gihli uhnalvhi jigowahtiha.,I see *a* mean *dog.*,,,,,,False,1036.1,gi:hli u:hna:lv̋:hi ji:gò:wahtǐ:ha.
1043,ced,ᎩᏟ ᏗᎦᎴᏅᎯᏓ ᏓᏑᏫᏍᎬ ᎦᏛᎩᎠ.,gihli digalenvhida dasuhwisgv gatvgia.,I hear *a hounddog* barking.,,,,,,False,1037.1,gi:hli digale:nv́:hi:da dà:suhwisgv̋ gà:tv:gí:’a.
1044,ced,ᎯᎠ ᏂᎬᎿ ᎩᎵᏏ ᎪᏪᎸᎢ.,hia nigvhna gilisi gohwelvi.,This is how it’s written in *English.*,,,,,,False,1038.1,hi’a nigv:hna gilisi gohwé:lv̋:’i.
1045,ced,ᎩᏄᏘᏗ ᏍᎩᏙᎵᏍᏓ.,ginutdi ksdolsda.,Lend me *a quarter.*,,,,,,False,1039.1,gi:nű:tdi ksdo:lsda.
1046,ced,ᏐᎢ ᎪᎨᏱ ᎢᏴ ᏛᏑᎵᎪᏥ ᏓᏕᏲᎲᏍᎬᎢ.,soi gogeyi iyv dvsulgoji dadehyohvsgvi.,She’s going to quit teaching next *spring.*,,,,,,False,1041.1,ső:’i go:ge̋:yi iyv̋: dv:sú:lgoji dà:de:hyo:hv́sgv̋:’i.
